dataset,ir,n3,svm_gmean,svm_f1,svm_rec,knn_gmean,knn_f1,knn_rec,rf_gmean,rf_f1,rf_rec,mlp_gmean,mlp_f1,mlp_rec,mean_gmean,mean_f1,mean_rec,n_3_imb,n_1_imb
australian,1,0.4104234527687296,0.434130766987208,0.5608312899715733,0.6503437334743521,0.6486095758411056,0.6227581109217697,0.5753305129561079,0.8748612643487702,0.6227581109217697,0.8844262295081966,0.23612132184442902,0.1450551671671228,0.08455843469063987,0.5484307322553782,0.5513800263451333,0.5486647276573242,0.41042345276872966,0.5879478827361564
australian,2,0.34782608695652173,0.4039923915322312,0.41610392460077306,0.5792847503373819,0.6087910534301766,0.5095657918716967,0.4195681511470985,0.8681310852253852,0.5095657918716967,0.8230769230769232,0.19497095819172172,0.11757073844030366,0.06821862348178138,0.5189713720948788,0.46754195996058034,0.4725371120107963,0.3857702349869452,0.5396064512619669
australian,3,0.2954990215264188,0.3549545410610847,0.3049170082822977,0.533076923076923,0.5784171208087705,0.441345170266887,0.38230769230769235,0.8493980488942489,0.441345170266887,0.7776923076923076,0.05935186795838798,0.022242572242572246,0.011846153846153848,0.460530394680623,0.38758178975008084,0.4262307692307692,0.3869839262402089,0.5290775946475196
australian,4,0.2588726513569938,0.3984421776374003,0.32286182740436925,0.7139473684210526,0.4572024267966761,0.3259081101226964,0.2305263157894737,0.828717717217591,0.3259081101226964,0.7344736842105263,0.2828612120011811,0.18681159420289856,0.1307894736842105,0.49180588341321213,0.3952734809541406,0.4524342105263157,0.39995376414273276,0.5263952349869452
australian,5,0.2108695652173913,0.4043147982857531,0.2506928754055654,0.5879166666666666,0.46262070888860907,0.2869927757427757,0.23958333333333331,0.8082804249310097,0.2869927757427757,0.6929166666666667,0.19121475957882006,0.10830272520381415,0.11166666666666666,0.466607672921048,0.33920172662025755,0.40802083333333333,0.38084500356040824,0.5096809196025907
australian,6,0.1923937360178971,0.3485738184122187,0.22574042244218884,0.733974358974359,0.4568331850711991,0.2935190531862359,0.22564102564102564,0.7704816564158713,0.2935190531862359,0.6249999999999999,0.0,0.0,0.0,0.39397216497482224,0.2975717375590273,0.39615384615384613,0.3985802872062663,0.49895969321148825
australian,7,0.17579908675799083,0.43276425176074906,0.20899439903461414,0.49090909090909085,0.491461872724149,0.2766860199720612,0.2818181818181818,0.7525392877257607,0.2766860199720612,0.5909090909090909,0.0,0.0,0.0,0.4191913530526647,0.28116691495900537,0.34090909090909094,0.40415380963683833,0.4978637550439117
australian,8,0.16705336426914152,0.42426025388496025,0.17748888480024622,0.47444444444444434,0.42265298394954887,0.2238638262322473,0.22999999999999998,0.7239302535256125,0.2238638262322473,0.55,0.18228669593506008,0.10878010878010877,0.10666666666666666,0.4382825468237954,0.27685759379959823,0.3402777777777778,0.42199738903394257,0.4963011314186249
australian,9,0.15962441314553988,0.38556897674909696,0.14690992613943435,0.3472222222222222,0.4522315531918186,0.2583244404374435,0.2569444444444445,0.703497060972348,0.2583244404374435,0.5361111111111112,0.23696840006898312,0.14470862470862472,0.12916666666666665,0.4445664977455617,0.2815526597031852,0.31736111111111115,0.4294128362377801,0.50333960774789
australian,10,0.14251781472684089,0.45375755577518484,0.1718927746770445,0.40535714285714286,0.3413287907610272,0.22448773448773446,0.15714285714285714,0.6245914149523571,0.22448773448773446,0.42321428571428577,0.05921565254637917,0.0375,0.0375,0.3697233535087371,0.22810216192322935,0.25580357142857146,0.4220489212587605,0.5007901607805414
bands,1,0.36296296296296293,0.5687038856879536,0.6064747743786806,0.6555555555555556,0.5520881476931274,0.5256369706257309,0.4925925925925926,0.706284181677481,0.5256369706257309,0.725925925925926,0.20755784013687095,0.49659620581821723,0.6555555555555556,0.5086585137988582,0.5851024003682666,0.6324074074074074,0.36296296296296293,0.6037037037037036
bands,2,0.263768115942029,0.5476501549631204,0.45289408068978665,0.5304347826086956,0.5996040478143856,0.4920150722051151,0.4391304347826087,0.6550251856124969,0.4920150722051151,0.4521739130434783,0.0,0.0,0.0,0.45056984709750075,0.38208657469446705,0.35543478260869565,0.3326086956521739,0.5565217391304348
bands,3,0.23127035830618892,0.4987405317164486,0.34613896729294724,0.52,0.49638821180594106,0.3440537228888053,0.31166666666666665,0.5035096868480238,0.3440537228888053,0.275,0.15273577228923607,0.09516178266178266,0.0725,0.41284355066491235,0.2944633272165997,0.2947916666666667,0.3660079051383399,0.5634669678147939
bands,4,0.2152777777777778,0.5201230014957299,0.31477245004706655,0.5583333333333333,0.08305902527975151,0.0365079365079365,0.025,0.37646859138561606,0.0365079365079365,0.17196969696969697,0.02948839123097946,0.014285714285714287,0.00909090909090909,0.2522847523480192,0.15697949116579235,0.19109848484848485,0.4055472263868066,0.5831334332833583
bands,5,0.19927536231884058,0.4801850622304209,0.24705676069283258,0.4877777777777778,0.0,0.0,0.0,0.28841073877271073,0.0,0.10888888888888888,0.05012062743707413,0.032,0.08888888888888888,0.20467910711005144,0.11420974461876258,0.1713888888888889,0.44130434782608696,0.5804347826086956
bands,6,0.16417910447761197,0.5463000601119964,0.27191186316186317,0.5892857142857143,0.3959730348651753,0.23384726384726387,0.19642857142857142,0.34556697367343614,0.23384726384726387,0.15535714285714283,0.0,0.0,0.0,0.321960017162652,0.18779079185329187,0.23526785714285714,0.4251716247139588,0.5691075514874142
bands,7,0.14068441064638781,0.48967355011927416,0.21226910461100795,0.4809523809523809,0.0,0.0,0.0,0.22898088889103851,0.0,0.08809523809523809,0.15380301990053002,0.12611111111111112,0.24285714285714283,0.21811436472771067,0.12159902218449803,0.20297619047619045,0.40487483530961793,0.5415678524374177
bands,8,0.13127413127413123,0.5211390662611357,0.2097841632971452,0.5433333333333333,0.0,0.0,0.0,0.29218571884434863,0.0,0.12333333333333334,0.0,0.0,0.0,0.20333119627637108,0.1018508027290482,0.16666666666666666,0.4204647676161919,0.543928035982009
bands,9,0.12890625,0.47661518027702987,0.16763874291463424,0.4633333333333334,0.22977426703060122,0.1308080808080808,0.11333333333333333,0.13269229888327994,0.1308080808080808,0.06000000000000001,0.01318760946791575,0.032671957671957665,0.18,0.2130673389147067,0.10450588582485866,0.20416666666666666,0.44698996655518397,0.5357859531772575
bands,10,0.11857707509881421,0.5123158992666392,0.16980763517528225,0.48,0.2767465799732398,0.13623737373737374,0.14500000000000002,0.13268118828417186,0.13623737373737374,0.06000000000000001,0.0,0.014814814814814814,0.1,0.23043591688101273,0.10243717815408993,0.19625,0.4760869565217391,0.5630434782608695
bupa,1,0.3931034482758621,0.4926687602516805,0.49583169066174576,0.506896551724138,0.6504317882428264,0.6411338245459566,0.6241379310344828,0.6947854879400471,0.6411338245459566,0.6758620689655173,0.0,0.2,0.3,0.45947150910863854,0.5069340970353505,0.5267241379310346,0.3931034482758621,0.5827586206896551
bupa,2,0.35,0.5152341626364542,0.41556284952903405,0.43499999999999994,0.5791388949706533,0.46864799704752597,0.4,0.6257839089696855,0.46864799704752597,0.45499999999999996,0.06363961030678933,0.05454545454545455,0.045,0.4459491442208956,0.36658735629643174,0.33375,0.3975,0.5625
bupa,3,0.2921348314606742,0.511884056460317,0.3562925698206135,0.5340659340659341,0.49393558742466526,0.3612592086276297,0.2752747252747253,0.5607297767194839,0.3612592086276297,0.3445054945054945,0.0,0.0,0.0,0.39163735515111653,0.2908684451057192,0.28846153846153844,0.3935074626865671,0.5605223880597014
bupa,4,0.236,0.49194440074524237,0.29148355697539,0.36,0.3794974237437877,0.25284645437122216,0.2,0.5338773609219837,0.25284645437122216,0.30999999999999994,0.0,0.0,0.0,0.3513297963527534,0.23978137104790515,0.2175,0.35750000000000004,0.5525
bupa,5,0.22499999999999998,0.531778009701523,0.3086044901738494,0.5625,0.1905318783374994,0.12444444444444444,0.075,0.2920064434116463,0.12444444444444444,0.1375,0.08145306134579178,0.04722222222222222,0.0375,0.2739423481991151,0.16779117693351675,0.203125,0.405,0.5575
bupa,6,0.2103004291845494,0.45498282333289286,0.23658484446410144,0.33095238095238094,0.45470312791519174,0.2815773115773116,0.2690476190476191,0.15824824044019903,0.2815773115773116,0.06428571428571428,0.052098807225172794,0.03636363636363636,0.02857142857142857,0.28000824972836413,0.1631354163552306,0.17321428571428574,0.42613636363636365,0.5543939393939394
bupa,7,0.20087336244541487,0.48761963087151206,0.2534816318872047,0.39666666666666667,0.37529828393052844,0.2599350649350649,0.18666666666666665,0.25839921350116035,0.2599350649350649,0.14,0.0,0.0,0.0,0.2803292820758002,0.17825496785636102,0.18083333333333332,0.4393103448275862,0.5360344827586206
bupa,8,0.19111111111111112,0.4790775094895229,0.22327102214673372,0.42000000000000004,0.43333069913855904,0.23565656565656568,0.24000000000000005,0.22071843952668702,0.23565656565656568,0.1,0.04472135954999579,0.03333333333333334,0.02,0.2944620019261912,0.16094401816294607,0.19500000000000003,0.44,0.52
bupa,9,0.18018018018018023,0.41452466189254955,0.17619473000118163,0.40499999999999997,0.15902828678193326,0.12380952380952381,0.09,0.09409240369532457,0.12380952380952381,0.045,0.05338539126015651,0.020689655172413793,0.06,0.18025768590749097,0.09684014391244647,0.15,0.44386363636363635,0.5268181818181819
bupa,10,0.1863636363636364,0.34740379253555387,0.13536729936729935,0.275,0.0,0.0,0.0,0.09999999999999998,0.0,0.05,0.09808846015417838,0.065,0.05,0.13637306317243306,0.07009182484182484,0.09375,0.5075000000000001,0.57
coil,1,0.0,0.5969725170029868,0.6481481481481481,0.7,0.9996661092515071,0.9996655518394648,0.9993333333333332,0.9862803542637657,0.9996655518394648,0.9800000000000001,0.9808421420595659,0.9802631578947368,0.9933333333333333,0.8909402806444564,0.9035671765864401,0.9181666666666666,0.0,0.019333333333333334
coil,2,0.0,0.7790184662067385,0.7234042553191489,0.5666666666666667,0.9993322185030141,0.9993333259258435,0.9993333333333332,0.986947457019782,0.9993333259258435,0.9793333333333333,0.9742960824584209,0.9933333333333333,0.9933333333333333,0.9348985560469889,0.9257403485557105,0.8846666666666666,0.0,0.019333333333333334
coil,3,0.0,0.59301855275699,0.6534653465346535,0.66,0.9996661092515071,0.9996677740863789,1.0,0.9866338915691053,0.9996677740863789,0.9813333333333334,0.978239266814664,0.9411764705882353,0.9066666666666666,0.8893894550980666,0.8952237902243056,0.887,0.0,0.019333333333333334
coil,4,0.0,0.5786110310623673,0.6375838926174496,0.6333333333333333,0.9996661092515071,0.9996677740863789,1.0,0.9876161282462442,0.9996677740863789,0.9800000000000001,0.9775984168560337,0.9706840390879479,0.9933333333333333,0.8858729213540381,0.8988686626347092,0.9016666666666666,0.0,0.019333333333333334
coil,5,0.0,0.6155731504266535,0.6232876712328768,0.6066666666666667,0.9859468768830919,0.9858737683478134,0.9786666666666667,0.9876365550314624,0.9858737683478134,0.9820000000000002,0.9802965452542676,0.9899665551839465,0.9866666666666667,0.8923632818988688,0.8966719468476002,0.8885000000000001,0.0,0.019333333333333334
coil,6,0.0,0.7634662869141075,0.7499999999999999,0.6,0.997329985088717,0.9973355259502885,0.9973333333333333,0.9872644436764713,0.9973355259502885,0.9780000000000001,0.9762423528681341,0.983388704318937,0.9866666666666667,0.9310757671368575,0.929478282021573,0.8905000000000001,0.0,0.019333333333333334
coil,7,0.0,0.59301855275699,0.6534653465346535,0.66,0.9996661092515071,0.9996677740863789,1.0,0.987629858817564,0.9996677740863789,0.9813333333333333,0.9856513999354537,0.9866666666666668,0.9866666666666667,0.8914914801903786,0.9068409909870486,0.907,0.0,0.019333333333333334
coil,8,0.0,0.6092273631961221,0.625,0.6333333333333333,0.9842692908725914,0.9841519379173798,0.9746666666666666,0.9872949935897152,0.9841519379173798,0.9813333333333333,0.9756236436045264,0.9508196721311476,0.9666666666666667,0.8891038228157387,0.8868048454498111,0.8889999999999999,0.0,0.019333333333333334
coil,9,0.0,0.6023266667860344,0.6849315068493151,0.6666666666666666,0.9996661092515071,0.9996677740863789,1.0,0.9889623322535371,0.9996677740863789,0.9813333333333333,0.9742799547168357,0.9899665551839465,0.9866666666666667,0.8913087657519786,0.9158692926452546,0.9086666666666666,0.0,0.019333333333333334
coil,10,0.0,0.7634662869141075,0.7499999999999999,0.6,0.9996661092515071,0.9996677740863789,1.0,0.9876072921801541,0.9996677740863789,0.9786666666666666,0.982644039676465,0.9868421052631579,1.0,0.9333459320055584,0.9310077866688026,0.8946666666666667,0.0,0.019333333333333334
digit-1,1,0.02111716621253401,0.9883849328904445,0.9864864864864865,0.9931972789115646,0.9867025409891321,0.9866890784489428,0.9850200354114248,0.975448998343496,0.9866890784489428,0.9720622495573572,0.9842665621543377,0.9791666666666666,0.9591836734693877,0.9837007585943526,0.9819319155535675,0.9773658093374336,0.02111716621253406,0.0340599455040872
digit-1,2,0.018276762402088753,0.9745931495537873,0.9594594594594595,0.9342105263157895,0.9792586300065281,0.9767821106705616,0.9634313055365686,0.9566224637676957,0.9767821106705616,0.9255468215994531,0.9750419487464546,0.9933774834437086,0.9868421052631579,0.9713790480186164,0.9699851286213292,0.9525076896787423,0.022193211488250653,0.03590078328981723
digit-1,3,0.01762977473065619,0.9710108699018299,0.9696969696969697,0.9411764705882353,0.9735998957620525,0.9661738517189054,0.9549019607843137,0.9425979322346189,0.9661738517189054,0.8980392156862745,0.9748768412231165,1.0,1.0,0.9655213847804045,0.966802066789469,0.9485294117647058,0.02744586085086776,0.045735422106179285
digit-1,4,0.017745302713987443,0.962448853138285,0.958904109589041,0.9210526315789473,0.9252471518428844,0.921872680476487,0.8572874493927125,0.9208074038676157,0.921872680476487,0.8593117408906881,0.969501710589068,0.9459459459459458,0.9210526315789473,0.9445012798594632,0.9318551432618348,0.8896761133603239,0.032562282419495214,0.050159105744125326
digit-1,5,0.017410228509249226,0.9321236844411874,0.8928571428571429,0.8333333333333334,0.9643673435701443,0.9485748883246746,0.9377419354838711,0.9105582004732862,0.9485748883246746,0.8424731182795699,0.952711313946925,0.983050847457627,0.9666666666666667,0.9399401356078856,0.9260836965823545,0.8950537634408602,0.036596187648253384,0.05619549821669312
digit-1,6,0.017897091722595126,0.9182314946152206,0.8936170212765958,0.84,0.8962088274918596,0.8900981591863051,0.8047692307692309,0.902601789572706,0.8900981591863051,0.8283076923076924,0.9402421137728302,0.88,0.88,0.9143210563631541,0.8815742691809652,0.8382692307692308,0.04297894908616188,0.06969035574412533
digit-1,7,0.01828571428571424,0.9133772354992,0.9500000000000001,0.9047619047619048,0.8811482101701973,0.8725229465468891,0.7798701298701298,0.893582586917827,0.8725229465468891,0.8116883116883116,0.9537937903428079,0.888888888888889,0.9523809523809523,0.9104754557325081,0.8896332328485208,0.8621753246753248,0.05372242316813185,0.08514384267132968
digit-1,8,0.018561484918793503,0.9167910008853392,0.918918918918919,0.8947368421052632,0.9122636497191936,0.9081065372396642,0.8328947368421051,0.8755408169410458,0.9081065372396642,0.7797368421052633,0.9432063396204734,0.9473684210526315,0.9473684210526315,0.911950451791513,0.9000429107443426,0.8636842105263158,0.06055537423846823,0.10094375543951262
digit-1,9,0.01527614571092828,0.9029254520275434,0.9375,0.8823529411764706,0.8475378237032265,0.8336733716475095,0.7235294117647058,0.8506169450868437,0.8336733716475095,0.7352941176470588,0.9350543335921554,0.9032258064516129,0.8235294117647058,0.8840336386024423,0.868615510698585,0.7911764705882353,0.06078175395484565,0.11828444171402241
digit-1,10,0.01542111506524313,0.9093650289879015,0.846153846153846,0.7333333333333333,0.8303822230620789,0.8131078892788037,0.6966666666666667,0.8583401756367094,0.8131078892788037,0.74875,0.9383386575008428,0.9285714285714286,0.8666666666666667,0.8841065212968832,0.8483524268779141,0.7613541666666668,0.06689328947814586,0.12213895764809603
g-241c,1,0.32533333333333336,0.8778902737440987,0.8859934853420196,0.9066666666666666,0.8254874447846626,0.830857613661464,0.8533333333333335,0.8737359990934686,0.830857613661464,0.874,0.8295023075190656,0.8478964401294499,0.8733333333333333,0.851654006285324,0.8597154184601383,0.8768333333333335,0.32533333333333336,0.43866666666666665
g-241c,2,0.32533333333333336,0.8757140972131587,0.8707482993197277,0.8533333333333334,0.821974853151534,0.8275624901451735,0.8506666666666668,0.872884243706969,0.8275624901451735,0.876,0.8249920556685642,0.8250825082508251,0.8333333333333334,0.8488913124350566,0.8492046504121767,0.8533333333333334,0.32533333333333336,0.43866666666666665
g-241c,3,0.32533333333333336,0.8716020970620292,0.8874172185430463,0.8933333333333333,0.8166542768152377,0.8208511237167455,0.8393333333333335,0.8727440739657997,0.8208511237167455,0.8780000000000001,0.8285015933102207,0.8829431438127091,0.88,0.8473755102883218,0.8661885065424073,0.8726666666666667,0.32533333333333336,0.43866666666666665
g-241c,4,0.32533333333333336,0.8719691072202244,0.8867313915857605,0.9133333333333333,0.8199675691611749,0.8256716212139613,0.8486666666666667,0.8728798222562467,0.8256716212139613,0.8780000000000001,0.830696588486804,0.8013698630136986,0.78,0.8488782717811125,0.8468621781790293,0.855,0.32533333333333336,0.43866666666666665
g-241c,5,0.32533333333333336,0.8585771640487636,0.8561643835616439,0.8333333333333334,0.8228258964574462,0.8276067911824088,0.8486666666666667,0.8729328301739138,0.8276067911824088,0.8746666666666666,0.830668801402326,0.8438538205980066,0.8466666666666667,0.8462511730206124,0.8502005103046174,0.8508333333333333,0.32533333333333336,0.43866666666666665
g-241c,6,0.32533333333333336,0.8739460560504921,0.8637873754152824,0.8666666666666667,0.8294960584362355,0.8331237812725188,0.85,0.873493131339875,0.8331237812725188,0.8746666666666668,0.8307049623546439,0.8618421052631579,0.8733333333333333,0.8519100520453116,0.8580939521314883,0.8661666666666666,0.32533333333333336,0.43866666666666665
g-241c,7,0.32533333333333336,0.8758165657671553,0.9,0.9,0.8260832181052601,0.8303962930226204,0.8506666666666668,0.8722985464067328,0.8303962930226204,0.874,0.8320915111538447,0.8211920529801323,0.8266666666666667,0.8515724603582482,0.8561164296224925,0.8628333333333335,0.32533333333333336,0.43866666666666665
g-241c,8,0.32533333333333336,0.8718420624154299,0.8675496688741722,0.8733333333333333,0.8214009497741838,0.8255834665684476,0.8426666666666666,0.8737790524310597,0.8255834665684476,0.8766666666666666,0.8267568173057438,0.8052805280528054,0.8133333333333334,0.8484447204816042,0.8431683845430966,0.8514999999999999,0.32533333333333336,0.43866666666666665
g-241c,9,0.32533333333333336,0.8785060490534693,0.8692810457516339,0.8866666666666667,0.8227959332215151,0.8266190787262511,0.8433333333333334,0.87290744198002,0.8266190787262511,0.874,0.8273696910959067,0.8395904436860068,0.82,0.8503947788377277,0.8522103237655692,0.856,0.32533333333333336,0.43866666666666665
g-241c,10,0.32533333333333336,0.876359172251304,0.8766233766233766,0.9,0.8296903421787475,0.833732089362565,0.8526666666666667,0.8712062577362072,0.833732089362565,0.8753333333333334,0.823140967104416,0.8524590163934426,0.8666666666666667,0.8500991848176687,0.8586724971727555,0.8736666666666667,0.32533333333333336,0.43866666666666665
g-241n,1,0.2620320855614974,0.9213269988552257,0.9146757679180888,0.8933333333333333,0.9128240590198663,0.9113357378278639,0.8964071588366892,0.8954967677579276,0.9113357378278639,0.9044026845637584,0.9249684324359956,0.9150326797385621,0.9333333333333333,0.9136540645172538,0.909402147614472,0.9068691275167785,0.2620320855614973,0.3709893048128342
g-241n,2,0.23404255319148937,0.9101814391755205,0.8776978417266187,0.8133333333333334,0.7317003147945047,0.6932731651228146,0.5410701754385966,0.8837235755700185,0.6932731651228146,0.8457192982456141,0.9063358661217613,0.9379310344827586,0.9066666666666666,0.8579852989154513,0.8388634207505086,0.7766973684210527,0.2859042553191489,0.3949468085106383
g-241n,3,0.19042871385842475,0.8124209001644911,0.8314606741573033,0.74,0.6599584219448136,0.5529579813724376,0.4758431372549019,0.8460892135086636,0.5529579813724376,0.7591372549019607,0.8785648949640203,0.8085106382978724,0.76,0.7992583576454971,0.7454372799781666,0.6837450980392157,0.30483120708654743,0.40517451470712895
g-241n,4,0.1680851063829787,0.7085565416140973,0.6499999999999999,0.7027027027027027,0.5918205826860132,0.4668566261513226,0.372475106685633,0.8310166697171516,0.4668566261513226,0.726031294452347,0.8680639186002616,0.8405797101449275,0.7837837837837838,0.7498644281543809,0.679158228121729,0.6462482219061166,0.3404255319148936,0.43351063829787234
g-241n,5,0.15188470066518844,0.7114439529660253,0.6885245901639343,0.7,0.4484005170126617,0.3321855016078379,0.21000000000000002,0.8053889609802594,0.3321855016078379,0.6733333333333333,0.7728750375520124,0.7241379310344827,0.7,0.6845271171277396,0.6180879128926143,0.5708333333333333,0.3632712765957447,0.45913120567375887
g-241n,6,0.1345496009122007,0.7772963863200719,0.6296296296296295,0.68,0.3643588846531832,0.23579099612330984,0.13999999999999999,0.789778157366996,0.23579099612330984,0.6439999999999999,0.8092086725532953,0.7391304347826089,0.68,0.6851605252233866,0.5782098620255128,0.536,0.37861702127659574,0.45715957446808514
g-241n,7,0.1268917345750873,0.7524989954263948,0.6,0.5714285714285714,0.39871597515372603,0.25626832426832424,0.16883116883116883,0.7542835616053335,0.25626832426832424,0.5891774891774891,0.7588571413554629,0.6249999999999999,0.47619047619047616,0.6660889183852292,0.534842690528431,0.45140692640692637,0.4051377013322728,0.4723851660369855
g-241n,8,0.11465721040189125,0.7407151204801917,0.5641025641025641,0.5789473684210527,0.471803214188697,0.30404122847327714,0.23391812865497075,0.7132909577310134,0.30404122847327714,0.5216374269005847,0.7493890142915763,0.7272727272727273,0.631578947368421,0.6687995766728696,0.5564203503262081,0.49152046783625725,0.3996010638297872,0.46476063829787234
g-241n,9,0.10885167464114831,0.7075430158411911,0.625,0.5882352941176471,0.4135677479761517,0.23966602962255137,0.1856617647058824,0.7486800996151073,0.23966602962255137,0.5775735294117647,0.7350744252645671,0.6206896551724139,0.5294117647058824,0.6512163221742543,0.5333827253166066,0.4702205882352941,0.42005445795339413,0.46257598784194526
g-241n,10,0.10157194679564696,0.7146249472511668,0.5142857142857143,0.6,0.1914341710153078,0.0985294117647059,0.05333333333333333,0.7142116470293216,0.0985294117647059,0.5266666666666667,0.6917477209276873,0.5625,0.6,0.578004621555871,0.447698564058307,0.44500000000000006,0.42796099290780143,0.4678723404255319
haberman,1,0.3827160493827161,0.5903068463960278,0.565478620468199,0.5227941176470589,0.6175317867344858,0.5960007253797577,0.5555147058823529,0.6379363718535742,0.5960007253797577,0.6720588235294118,0.12126174836945758,0.572337186622901,0.7786764705882353,0.49175918833838633,0.597217789606703,0.6322610294117648,0.38271604938271603,0.5740740740740741
haberman,2,0.3539094650205762,0.46514801030416686,0.43949870133650926,0.5713235294117647,0.5591161449144526,0.45866833166833176,0.3466911764705882,0.6074307265270699,0.45866833166833176,0.4632352941176471,0.3691722747195798,0.32418348344813597,0.31323529411764706,0.5002167891163173,0.43032204220972625,0.42362132352941173,0.3734567901234568,0.5833333333333333
haberman,3,0.29666666666666663,0.539098204482825,0.37731552328071294,0.49333333333333335,0.5050756476387821,0.3766604410082671,0.28,0.5107267002263576,0.3766604410082671,0.31333333333333335,0.04807401700618652,0.032,0.026666666666666665,0.4007436423385378,0.2852142089131525,0.2783333333333333,0.3822222222222222,0.5622222222222222
haberman,4,0.23131672597864772,0.4780821032557845,0.2628444507047271,0.41893939393939394,0.5458146200293302,0.3763478798089782,0.35,0.46417972665901297,0.3763478798089782,0.2681818181818182,0.027888667551135837,0.0125,0.008333333333333333,0.3789912793738158,0.23688003758026616,0.26136363636363635,0.34793650793650793,0.5351190476190476
haberman,5,0.20740740740740737,0.48269692753580373,0.27091195091997017,0.4666666666666666,0.5581323348087851,0.3719607843137255,0.3555555555555555,0.46821194636470187,0.3719607843137255,0.2666666666666667,0.0,0.0,0.0,0.37726030217732265,0.24053732300256309,0.27222222222222225,0.3822222222222222,0.5511111111111111
haberman,6,0.1711026615969582,0.5464609473699831,0.28844876176455125,0.46964285714285714,0.3503190296772002,0.2188089688089688,0.16964285714285712,0.41443477233583037,0.2188089688089688,0.2125,0.09573958460939969,0.06428571428571428,0.05178571428571428,0.35173858349810333,0.2062017120306594,0.22589285714285715,0.3733918128654971,0.5210526315789473
haberman,7,0.14785992217898836,0.4306280908962059,0.16694323885647583,0.3666666666666667,0.47658538929643124,0.29529304029304027,0.2928571428571428,0.2448251768233407,0.29529304029304027,0.10952380952380954,0.04082482904638629,0.02857142857142857,0.016666666666666666,0.29821587151559104,0.15558071480902405,0.19642857142857145,0.3748611111111111,0.5286111111111111
